time;gFx;gFy;gFz;TgF
2,818401;0,2419;0,6203;0,5871;0,888
2,823795;0,2316;0,6103;0,5846;0,876
2,828661;0,2299;0,6020;0,5873;0,872
2,833503;0,2380;0,5944;0,5951;0,874
2,847311;0,2533;0,5905;0,6108;0,887
2,849009;0,2665;0,5856;0,6345;0,904
2,849678;0,2773;0,5780;0,6682;0,926
2,867718;0,2726;0,5643;0,7087;0,946
2,868771;0,2656;0,5470;0,7508;0,966
2,869632;0,2521;0,5309;0,7898;0,985
2,870024;0,2406;0,5128;0,8236;1,000
2,875641;0,2367;0,4984;0,8465;1,010
2,878316;0,2323;0,4881;0,8658;1,021
